,Year,Name,Position,Age,Team,Games Played,Games Started,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Previous Times All-Star,Win Percent,PTS/FGA,% All Star,Unbiased % All Star,Change
0,2024,Joel Embiid,C,29,PHI,72,72,34.1,11.6,21.7,.535,1.1,3.2,.360,10.5,18.6,.565,.561,10.2,11.6,.882,2.7,9.1,11.8,6.0,1.1,2.0,3.9,2.9,34.6,5,.649,1.5944700460829495,99.93,99.88,=
1,2024,Giannis Antetokounmpo,PF,29,MIL,81,81,35.1,11.6,19.1,.608,0.4,1.7,.235,11.2,17.3,.646,.619,7.6,11.2,.677,2.7,8.7,11.4,5.9,1.3,1.1,3.6,2.9,31.2,7,.700,1.6335078534031413,99.85,99.67,=
2,2024,Shai Gilgeous-Alexander,PG,25,OKC,81,81,34.5,11.3,20.3,.558,1.2,3.5,.341,10.1,16.8,.603,.587,7.7,8.6,.891,0.8,5.0,5.9,6.4,2.4,0.8,1.9,2.5,31.5,1,.711,1.5517241379310345,99.62,99.57,=
3,2024,Luka Dončić,PG,24,DAL,76,76,36.8,11.4,23.5,.485,4.0,10.4,.380,7.4,13.1,.569,.569,6.8,8.7,.778,0.7,7.4,8.1,9.1,1.4,0.6,3.9,1.7,33.6,4,.575,1.4297872340425533,99.59,99.35,=
4,2024,Nikola Jokić,C,28,DEN,81,81,33.3,9.9,17.1,.582,1.0,2.9,.350,8.9,14.1,.630,.612,4.7,5.7,.819,2.8,9.0,11.8,9.3,1.2,0.9,2.9,2.7,25.5,5,.683,1.4912280701754386,99.47,99.05,=
5,2024,Kevin Durant,PF,35,PHO,75,75,36.9,10.2,19.4,.526,2.1,4.5,.469,8.1,14.8,.543,.581,6.5,7.4,.878,0.4,5.9,6.3,5.8,0.9,1.1,3.2,1.8,29.0,10,.538,1.4948453608247423,98.29,94.76,=
8,2024,Tyrese Haliburton,PG,23,IND,76,76,33.4,8.4,16.9,.497,3.4,8.4,.403,5.0,8.5,.591,.597,3.4,3.9,.868,0.6,3.6,4.2,12.5,1.1,0.7,2.6,1.1,23.6,1,.590,1.396449704142012,95.31,94.76,=
7,2024,Anthony Davis,C,30,LAL,80,80,36.1,9.5,17.2,.551,0.4,1.1,.333,9.1,16.1,.566,.562,5.7,7.1,.810,3.1,9.0,12.1,3.5,1.2,2.6,2.3,2.6,25.1,6,.475,1.4593023255813955,96.64,93.49,=
9,2024,Jayson Tatum,PF,25,BOS,79,79,35.8,9.2,19.2,.480,3.2,8.5,.377,6.0,10.8,.561,.563,5.7,7.1,.811,0.9,7.4,8.3,4.4,1.0,0.5,2.8,2.1,27.4,4,.769,1.4270833333333333,94.69,91.82,=
10,2024,Domantas Sabonis,C,27,SAC,82,82,35.1,8.1,13.3,.609,0.5,1.1,.409,7.6,12.1,.628,.627,3.5,5.2,.673,3.4,9.3,12.7,7.8,0.8,0.5,3.3,3.2,20.1,3,.590,1.5112781954887218,91.67,88.6,=
12,2024,Trae Young,PG,25,ATL,80,80,36.4,8.4,19.9,.421,3.3,9.2,.356,5.1,10.7,.477,.503,7.2,8.4,.854,0.5,2.4,3.0,10.9,1.4,0.2,4.3,2.0,27.2,2,.395,1.3668341708542715,89.3,86.88,=
6,2024,LeBron James,PF,39,LAL,78,78,34.3,9.2,17.6,.521,2.1,5.5,.389,7.1,12.1,.581,.582,4.2,5.7,.732,0.9,6.3,7.2,7.6,1.4,0.6,3.3,1.1,24.7,19,.475,1.4034090909090908,98.25,86.15,=
15,2024,De'Aaron Fox,PG,26,SAC,76,76,35.5,9.9,21.1,.469,3.2,8.2,.389,6.7,12.9,.520,.545,4.9,6.8,.726,0.9,3.3,4.2,5.8,1.6,0.4,2.7,2.6,27.8,1,.590,1.3175355450236965,86.99,85.62,=
14,2024,Devin Booker,PG,27,PHO,73,73,35.9,9.2,18.9,.486,2.0,5.5,.370,7.2,13.4,.533,.540,6.1,6.9,.889,0.7,4.1,4.9,7.7,0.9,0.4,2.9,3.2,26.6,2,.538,1.4074074074074077,88.1,85.44,=
18,2024,Jalen Brunson,PG,27,NYK,81,81,35.7,9.1,19.3,.469,2.8,6.6,.424,6.3,12.7,.492,.541,4.9,5.8,.833,0.6,3.2,3.8,6.4,1.0,0.2,2.3,2.1,25.8,0,.590,1.3367875647668395,85.37,85.37,=
11,2024,Damian Lillard,PG,33,MIL,79,79,35.4,7.4,17.2,.429,3.1,8.6,.354,4.4,8.6,.505,.518,7.3,7.9,.922,0.5,3.8,4.4,6.8,1.0,0.2,2.5,1.6,25.2,6,.700,1.4651162790697674,91.1,83.63,=
19,2024,Anthony Edwards,SG,22,MIN,79,79,34.7,8.9,19.3,.463,2.5,6.4,.385,6.5,12.9,.502,.527,5.6,6.7,.846,0.7,4.7,5.4,4.9,1.3,0.6,3.4,1.8,26.0,1,.718,1.3471502590673574,84.99,83.45,=
20,2024,Tyrese Maxey,PG,23,PHI,81,81,37.5,8.9,19.8,.451,3.1,8.2,.376,5.9,11.6,.504,.529,5.1,5.8,.871,0.6,3.2,3.7,6.6,1.0,0.6,1.6,2.1,26.1,0,.649,1.3181818181818181,83.1,83.1,=
17,2024,Bam Adebayo,C,26,MIA,72,72,34.6,8.1,15.8,.512,0.0,0.3,.125,8.0,15.5,.519,.513,5.9,7.6,.782,2.2,8.2,10.4,4.2,1.0,1.0,2.6,2.5,22.1,2,.590,1.39873417721519,85.76,82.69,=
16,2024,Kawhi Leonard,SF,32,LAC,78,78,34.5,8.9,17.2,.519,2.3,5.3,.435,6.7,12.0,.556,.585,3.8,4.3,.882,1.0,5.1,6.1,3.5,1.7,0.8,1.5,1.6,24.0,5,.641,1.3953488372093024,86.34,77.98,=
21,2024,Donovan Mitchell,SG,27,CLE,73,73,35.9,9.6,21.1,.457,3.1,9.0,.349,6.5,12.1,.537,.531,5.4,6.2,.874,1.1,4.5,5.5,5.7,1.9,0.5,2.8,2.2,27.9,3,.595,1.3222748815165875,82.41,76.8,=
13,2024,Kyrie Irving,SG,31,DAL,66,66,32.9,9.3,19.4,.481,3.0,7.0,.420,6.4,12.4,.515,.557,3.5,3.9,.894,0.9,4.1,5.0,5.3,1.4,0.5,1.6,1.8,25.1,8,.575,1.2938144329896908,88.34,75.01,=
24,2024,Zion Williamson,PF,23,NOP,74,74,30.4,8.7,14.8,.584,0.1,0.3,.333,8.6,14.5,.589,.588,4.6,6.9,.664,1.9,4.1,5.9,4.6,0.9,0.4,2.6,2.7,22.0,1,.600,1.4864864864864864,76.7,74.57,=
27,2024,Alperen Şengün,C,21,HOU,82,82,32.2,8.6,15.9,.541,0.6,2.1,.275,8.0,13.8,.581,.559,3.9,5.4,.725,2.5,6.5,8.9,4.8,1.2,0.7,2.5,3.3,21.7,0,.500,1.3647798742138364,73.95,73.95,=
29,2024,Paolo Banchero,PF,21,ORL,82,82,35.1,8.2,17.9,.454,1.5,4.1,.361,6.7,13.9,.482,.495,5.1,7.3,.699,1.3,5.9,7.2,4.9,1.1,0.6,3.3,2.2,22.9,0,.538,1.2793296089385475,71.61,71.61,=
26,2024,Karl-Anthony Towns,PF,28,MIN,81,81,33.0,7.8,15.2,.512,2.0,4.7,.419,5.8,10.4,.554,.577,4.2,4.7,.893,1.5,7.4,8.9,3.1,0.8,0.5,2.8,3.4,21.7,3,.718,1.4276315789473684,74.37,67.22,=
30,2024,Julius Randle,PF,29,NYK,82,82,35.6,8.7,18.5,.473,1.5,5.2,.289,7.3,13.3,.544,.513,5.4,6.9,.779,2.1,7.2,9.2,4.8,0.6,0.3,3.4,2.7,24.4,2,.590,1.3189189189189188,70.67,65.65,=
22,2024,Stephen Curry,PG,35,GSW,79,79,33.2,8.4,18.9,.443,4.6,11.4,.398,3.8,7.5,.511,.563,5.4,5.8,.924,0.4,3.8,4.2,4.8,0.8,0.4,3.0,1.8,26.7,8,.462,1.4126984126984128,81.82,64.06,=
25,2024,DeMar DeRozan,SF,34,CHI,80,80,36.9,7.8,16.7,.466,1.0,2.9,.357,6.8,13.9,.488,.496,5.8,6.8,.849,0.6,3.3,3.9,5.3,1.1,0.7,1.4,2.2,22.4,6,.463,1.341317365269461,76.24,61.56,=
23,2024,Paul George,PF,33,LAC,80,80,34.8,8.2,17.8,.463,3.6,8.6,.418,4.6,9.2,.504,.564,3.5,3.8,.923,0.6,4.9,5.5,3.7,1.6,0.4,2.2,3.0,23.6,8,.641,1.3258426966292136,79.52,60.58,=
32,2024,Jaylen Brown,SF,27,BOS,80,80,33.5,8.9,18.0,.496,2.2,6.0,.367,6.8,12.1,.561,.557,3.3,4.5,.735,0.9,4.2,5.2,3.5,1.1,0.6,2.6,2.6,23.4,2,.769,1.2999999999999998,62.98,57.44,=
34,2024,Jamal Murray,PG,26,DEN,68,68,30.4,7.7,16.1,.478,2.3,5.7,.412,5.4,10.4,.514,.551,2.9,3.3,.876,0.6,3.1,3.7,6.4,0.9,0.7,2.0,2.1,20.6,0,.683,1.279503105590062,57.04,57.04,=
33,2024,Lauri Markkanen,PF,26,UTA,72,72,32.5,7.9,16.1,.492,3.2,8.2,.395,4.7,8.0,.591,.592,4.6,5.4,.867,2.5,6.3,8.8,1.8,0.9,0.7,1.1,1.9,23.7,1,.512,1.4720496894409936,59.3,56.48,=
31,2024,Jimmy Butler,PF,34,MIA,67,67,33.6,6.5,14.0,.464,0.8,2.2,.377,5.7,11.8,.481,.494,7.1,8.1,.881,1.9,3.2,5.0,4.5,1.0,0.4,1.8,1.1,21.0,4,.590,1.5,65.99,54.98,=
36,2024,Scottie Barnes,SG,22,TOR,82,82,34.9,7.6,15.9,.481,2.2,5.6,.382,5.5,10.3,.535,.548,3.0,4.0,.744,2.3,6.1,8.4,5.7,1.3,1.5,2.4,2.1,20.4,0,.385,1.2830188679245282,54.05,54.05,=
35,2024,Brandon Ingram,SF,26,NOP,78,78,33.2,8.1,16.4,.497,1.3,3.7,.351,6.8,12.6,.541,.537,4.1,5.0,.817,0.6,4.0,4.6,5.4,0.8,0.5,2.5,2.2,21.7,1,.600,1.3231707317073171,56.51,53.65,=
28,2024,James Harden,PG,34,LAC,77,77,33.8,5.0,11.0,.456,2.7,6.4,.419,2.4,4.6,.506,.577,4.2,4.9,.873,0.3,4.2,4.6,8.4,1.3,0.9,2.7,2.1,17.0,9,.641,1.5454545454545454,73.68,49.68,=
38,2024,Chet Holmgren,C,21,OKC,82,82,29.9,6.8,12.1,.557,1.7,4.3,.395,5.1,7.9,.645,.627,2.7,3.4,.797,1.5,5.8,7.3,2.7,0.7,2.5,1.7,2.6,17.9,0,.711,1.4793388429752066,49.1,49.1,=
37,2024,Pascal Siakam,PF,29,TOR,81,81,34.7,8.4,16.0,.526,1.2,3.7,.331,7.2,12.3,.584,.564,4.3,5.7,.753,1.4,5.0,6.3,4.9,0.8,0.3,2.2,2.3,22.3,2,.385,1.39375,51.39,45.62,=
39,2024,Ja Morant,PG,24,MEM,52,52,35.3,8.9,18.9,.471,1.6,5.7,.275,7.3,13.2,.555,.512,5.8,7.1,.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,25.1,2,.359,1.3280423280423281,45.9,40.23,=
40,2024,Jalen Williams,PF,22,OKC,79,79,31.8,7.0,12.9,.543,1.3,3.0,.442,5.7,10.0,.573,.594,2.8,3.4,.832,0.5,3.7,4.2,4.3,1.0,0.5,1.9,2.6,18.2,0,.711,1.4108527131782944,39.85,39.85,=
41,2024,CJ McCollum,PG,32,NOP,68,68,32.3,6.9,14.9,.464,3.5,7.9,.444,3.4,7.0,.486,.581,2.1,2.7,.783,0.6,3.6,4.2,5.1,1.3,0.8,1.6,2.0,19.4,0,.600,1.3020134228187918,38.39,38.39,=
43,2024,Kristaps Porziņģis,C,28,BOS,72,72,29.6,6.5,12.3,.528,1.6,4.9,.329,4.9,7.3,.662,.594,4.6,5.5,.838,1.6,5.3,6.8,2.0,0.7,1.8,1.5,2.8,19.2,0,.769,1.5609756097560974,36.81,36.81,=
44,2024,Desmond Bane,SG,25,MEM,80,80,34.5,8.9,18.8,.474,3.3,8.6,.384,5.6,10.2,.551,.563,3.3,3.8,.864,0.9,3.6,4.6,5.3,1.0,0.5,2.7,2.9,24.4,0,.359,1.297872340425532,36.19,36.19,=
42,2024,Fred VanVleet,PG,29,HOU,81,81,37.1,5.7,14.0,.405,3.1,7.9,.392,2.6,6.1,.423,.515,2.9,3.3,.876,0.4,3.5,3.8,8.6,1.1,0.7,1.6,2.0,17.3,1,.500,1.2357142857142858,37.8,35.12,=
48,2024,Jonas Valančiūnas,C,31,NOP,82,82,26.8,5.6,9.8,.573,0.7,1.9,.378,4.9,7.9,.618,.609,2.4,3.0,.798,2.5,7.2,9.7,2.4,0.6,1.2,1.4,3.2,14.3,0,.600,1.4591836734693877,31.36,31.36,=
49,2024,Tyler Herro,SG,24,MIA,63,63,34.0,8.3,18.9,.437,3.3,7.9,.414,5.0,11.1,.452,.522,2.6,3.1,.852,0.6,4.8,5.4,4.5,1.3,0.1,2.4,1.5,22.4,0,.590,1.1851851851851851,31.07,31.07,=
45,2024,LaMelo Ball,PG,22,CHO,62,62,32.8,8.6,19.8,.435,3.4,9.2,.372,5.2,10.6,.489,.521,4.1,4.6,.873,1.5,4.1,5.6,7.8,1.7,0.2,3.9,3.5,24.6,1,.216,1.2424242424242424,33.05,30.54,=
50,2024,Derrick White,SG,29,BOS,79,79,31.8,5.3,11.2,.474,2.6,6.3,.410,2.7,4.9,.557,.589,2.5,2.8,.900,0.7,3.3,4.0,5.0,1.1,1.2,1.6,2.2,15.7,0,.769,1.4017857142857144,29.69,29.69,=
47,2024,Dejounte Murray,SG,27,ATL,82,82,34.6,8.1,17.2,.469,2.4,6.1,.391,5.7,11.2,.511,.537,2.5,3.1,.821,0.7,3.9,4.6,4.9,1.4,0.3,2.1,1.7,21.1,1,.395,1.2267441860465118,32.14,29.67,=
51,2024,Franz Wagner,SF,22,ORL,77,77,33.4,7.7,16.5,.467,1.4,4.8,.288,6.3,11.7,.540,.509,4.1,4.8,.852,1.1,4.8,5.9,3.9,1.1,0.4,1.9,2.3,20.9,0,.538,1.2666666666666666,29.54,29.54,=
53,2024,Terry Rozier,SG,29,CHO,71,71,35.7,8.5,18.7,.457,2.9,7.8,.369,5.7,10.9,.519,.534,4.0,4.6,.875,0.6,3.2,3.8,6.8,1.1,0.4,2.1,1.8,24.0,0,.216,1.2834224598930482,29.17,29.17,=
52,2024,Jaren Jackson Jr.,C,24,MEM,80,80,31.6,7.2,15.8,.456,1.8,5.1,.342,5.5,10.7,.510,.511,5.1,6.1,.836,1.3,4.4,5.8,1.7,0.8,1.7,1.9,3.6,21.3,1,.359,1.3481012658227849,29.53,27.18,=
55,2024,Victor Wembanyama,PF,20,SAS,77,77,28.6,7.1,15.8,.452,1.5,4.9,.294,5.7,10.8,.524,.498,3.7,4.6,.804,2.2,8.1,10.2,3.0,1.1,3.1,3.1,2.3,19.4,0,.184,1.2278481012658227,26.48,26.48,=
56,2024,Josh Giddey,SG,21,OKC,81,81,25.1,4.9,10.7,.460,1.0,2.7,.364,3.9,8.0,.492,.505,1.2,1.4,.811,1.4,4.8,6.2,4.7,0.8,0.5,2.3,1.3,12.0,0,.711,1.1214953271028039,26.07,26.07,=
57,2024,Myles Turner,C,27,IND,81,81,27.7,6.2,11.8,.529,1.3,4.0,.329,4.9,7.8,.632,.585,3.5,4.3,.806,1.8,5.5,7.3,1.3,0.6,2.0,1.5,3.1,17.3,0,.590,1.466101694915254,26.03,26.03,=
46,2024,Khris Middleton,SF,32,MIL,76,76,25.5,5.6,11.4,.494,1.7,4.5,.382,3.9,7.0,.565,.568,1.7,2.0,.826,0.6,3.7,4.3,5.1,0.9,0.2,2.1,2.2,14.7,3,.700,1.289473684210526,32.98,25.8,=
58,2024,Tobias Harris,PF,31,PHI,81,81,34.0,6.9,13.4,.512,1.3,3.4,.363,5.6,9.9,.564,.559,2.9,3.3,.891,1.1,5.1,6.2,3.1,1.0,0.5,1.6,1.6,17.9,0,.649,1.3358208955223878,25.4,25.4,=
59,2024,Jusuf Nurkić,C,29,PHO,80,80,27.8,4.7,9.6,.487,0.6,2.1,.273,4.1,7.5,.547,.517,2.5,3.6,.712,2.8,7.5,10.4,3.4,1.0,1.1,1.9,3.3,12.5,0,.538,1.3020833333333335,24.64,24.64,=
60,2024,Jarrett Allen,C,25,CLE,77,77,30.3,6.0,9.1,.663,0.0,0.0,.000,6.0,9.1,.666,.663,2.7,3.6,.748,3.5,6.5,10.0,3.0,0.9,1.0,1.7,2.6,14.8,1,.595,1.6263736263736266,24.24,22.18,=
61,2024,Mikal Bridges,SF,27,BRK,82,82,34.5,7.4,16.5,.450,2.0,5.8,.350,5.4,10.7,.505,.512,4.4,5.2,.844,0.9,4.3,5.3,3.6,0.8,0.4,2.4,1.6,21.3,0,.421,1.290909090909091,21.9,21.9,=
54,2024,Rudy Gobert,C,31,MIN,81,81,32.6,5.0,7.8,.636,0.0,0.0,.000,5.0,7.8,.639,.636,3.2,5.1,.622,3.5,8.8,12.3,1.1,0.7,2.1,1.6,2.8,13.1,3,.718,1.6794871794871795,26.7,20.46,=
