,Name,All-Star Year,Age,Team,League,Position,Games Played,Games Started,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
447,Tony Parker,2006,23,SAS,NBA,PG,80,80,33.9,7.8,14.2,.548,0.1,0.5,.306,7.7,13.8,.556,.553,3.2,4.5,.707,0.5,2.8,3.3,5.8,1.0,0.1,3.1,2.0,18.9,MVP-9
448,Ray Allen,2006,30,SEA,NBA,SG,78,78,38.7,8.7,19.2,.454,3.4,8.4,.412,5.3,10.9,.486,.544,4.2,4.6,.903,0.9,3.3,4.3,3.7,1.3,0.2,2.4,1.9,25.1,AS
449,Shawn Marion,2006,27,PHO,NBA,PF,81,81,40.3,8.8,16.9,.525,1.2,3.6,.331,7.7,13.3,.577,.560,3.0,3.7,.809,3.1,8.8,11.8,1.8,2.0,1.7,1.5,2.8,21.8,MVP-10
450,Elton Brand,2006,26,LAC,NBA,PF,79,79,39.2,9.6,18.2,.527,0.0,0.0,.333,9.6,18.1,.527,.527,5.6,7.2,.775,3.0,7.0,10.0,2.6,1.0,2.5,2.2,2.9,24.7,MVP-7
451,Kevin Garnett,2006,29,MIN,NBA,PF,76,76,38.9,8.2,15.7,.526,0.1,0.4,.267,8.1,15.3,.532,.529,5.2,6.4,.810,2.8,9.9,12.7,4.1,1.4,1.4,2.4,2.7,21.8,DPOY-13
452,Dirk Nowitzki,2006,27,DAL,NBA,PF,81,81,38.1,9.3,19.3,.480,1.4,3.3,.406,7.9,16.0,.496,.515,6.7,7.4,.901,1.4,7.6,9.0,2.8,0.7,1.0,1.9,2.0,26.6,MVP-3
453,Pau Gasol,2006,25,MEM,NBA,PF,80,80,39.2,7.5,14.9,.503,0.0,0.2,.250,7.5,14.8,.505,.504,5.3,7.7,.689,2.4,6.5,8.9,4.6,0.6,1.9,2.9,2.3,20.4,AS
454,Allen Iverson,2005,29,PHI,NBA,PG,75,75,42.3,10.3,24.2,.424,1.4,4.5,.308,8.9,19.7,.451,.453,8.7,10.5,.835,0.7,3.3,4.0,7.9,2.4,0.1,4.6,1.9,30.7,MVP-5
455,LeBron James,2005,20,CLE,NBA,SF,80,80,42.4,9.9,21.1,.472,1.4,3.9,.351,8.6,17.2,.499,.504,6.0,8.0,.750,1.4,6.0,7.4,7.2,2.2,0.7,3.3,1.8,27.2,MVP-6
456,Shaquille O'Neal,2005,32,MIA,NBA,C,73,73,34.1,9.0,15.0,.601,0.0,0.0,None,9.0,15.0,.601,.601,4.8,10.5,.461,3.5,6.9,10.4,2.7,0.5,2.3,2.8,3.6,22.9,MVP-2
457,Vince Carter,2005,28,2TM,NBA,SG,77,76,36.7,9.0,20.0,.452,1.6,4.1,.406,7.4,15.9,.463,.493,4.8,6.0,.798,1.4,3.8,5.2,4.2,1.4,0.6,2.2,3.2,24.5,MVP-13
458,Grant Hill,2005,32,ORL,NBA,SF,67,67,34.9,7.7,15.1,.509,0.0,0.2,.231,7.7,15.0,.513,.511,4.2,5.1,.821,1.1,3.6,4.7,3.3,1.4,0.4,2.4,2.1,19.7,AS
459,Dwyane Wade,2005,23,MIA,NBA,SG,77,77,38.6,8.2,17.1,.478,0.2,0.6,.289,8.0,16.5,.485,.483,7.5,9.9,.762,1.4,3.7,5.2,6.8,1.6,1.1,4.2,3.0,24.1,MVP-8
460,Jermaine O'Neal,2005,26,IND,NBA,PF,44,41,34.8,8.8,19.4,.452,0.0,0.1,.167,8.8,19.3,.454,.453,6.7,8.9,.754,1.9,6.9,8.8,1.9,0.6,2.0,3.0,3.9,24.3,AS
461,Zydrunas Ilgauskas,2005,29,CLE,NBA,C,78,78,33.5,5.9,12.6,.468,0.0,0.1,.286,5.8,12.5,.469,.469,5.2,6.4,.799,3.8,4.8,8.6,1.3,0.7,2.1,2.4,4.0,16.9,AS
462,Paul Pierce,2005,27,BOS,NBA,SF,82,82,36.1,6.8,14.9,.455,1.3,3.6,.370,5.5,11.4,.481,.499,6.7,8.1,.822,1.0,5.6,6.6,4.2,1.6,0.5,2.8,3.1,21.6,AS
463,Gilbert Arenas,2005,23,WAS,NBA,PG,80,80,40.9,8.2,19.0,.431,2.6,7.0,.365,5.6,12.0,.469,.498,6.5,8.0,.814,1.0,3.7,4.7,5.1,1.7,0.3,3.0,3.1,25.5,MVP-12
464,Ben Wallace,2005,30,DET,NBA,C,74,74,36.1,4.0,8.8,.453,0.0,0.1,.111,4.0,8.7,.458,.454,1.8,4.1,.428,3.9,8.2,12.2,1.7,1.4,2.4,1.1,2.1,9.7,DPOY-1
465,Antawn Jamison,2005,28,WAS,NBA,PF,68,68,38.3,7.6,17.5,.437,1.0,3.1,.341,6.6,14.4,.457,.466,3.3,4.4,.760,2.4,5.3,7.6,2.3,0.8,0.2,1.7,2.2,19.6,AS
466,Kobe Bryant,2005,26,LAL,NBA,SG,66,66,40.7,8.7,20.1,.433,2.0,5.9,.339,6.7,14.2,.472,.482,8.2,10.1,.816,1.4,4.5,5.9,6.0,1.3,0.8,4.1,2.6,27.6,AS
467,Tracy McGrady,2005,25,HOU,NBA,SF,78,78,40.8,9.2,21.3,.431,1.8,5.6,.326,7.3,15.7,.468,.473,5.5,7.1,.774,0.9,5.3,6.2,5.7,1.7,0.7,2.6,2.1,25.7,MVP-7
468,Yao Ming,2005,24,HOU,NBA,C,80,80,30.6,6.7,12.2,.552,0.0,0.0,None,6.7,12.2,.552,.552,4.9,6.2,.783,2.6,5.8,8.4,0.8,0.4,2.0,2.5,3.7,18.3,AS
469,Tim Duncan,2005,28,SAS,NBA,PF,66,66,33.4,7.8,15.8,.496,0.0,0.1,.333,7.8,15.7,.498,.498,4.6,6.9,.670,3.1,8.0,11.1,2.7,0.7,2.6,1.9,2.2,20.3,MVP-4
470,Kevin Garnett,2005,28,MIN,NBA,PF,82,82,38.1,8.3,16.6,.502,0.1,0.3,.240,8.3,16.3,.507,.504,5.4,6.7,.811,3.0,10.5,13.5,5.7,1.5,1.4,2.7,2.5,22.2,MVP-11
471,Ray Allen,2005,29,SEA,NBA,SG,78,78,39.3,8.2,19.2,.428,2.7,7.1,.376,5.5,12.0,.459,.498,4.8,5.5,.883,1.0,3.4,4.4,3.7,1.1,0.1,2.2,2.1,23.9,MVP-9
472,Manu Ginóbili,2005,27,SAS,NBA,SG,74,74,29.6,5.0,10.5,.471,1.3,3.5,.376,3.6,7.1,.517,.533,4.8,6.0,.803,1.0,3.4,4.4,3.9,1.6,0.4,2.3,2.6,16.0,DPOY-18
473,Dirk Nowitzki,2005,26,DAL,NBA,PF,78,78,38.7,8.5,18.5,.459,1.2,2.9,.399,7.3,15.6,.470,.490,7.9,9.1,.869,1.2,8.5,9.7,3.1,1.2,1.5,2.3,2.8,26.1,MVP-3
474,Amar'e Stoudemire,2005,22,PHO,NBA,C,80,80,36.1,9.3,16.7,.559,0.0,0.2,.188,9.3,16.5,.564,.560,7.3,9.9,.733,2.7,6.2,8.9,1.6,1.0,1.6,2.4,3.5,26.0,MVP-9
475,Steve Nash,2005,30,PHO,NBA,PG,75,75,34.3,5.7,11.4,.502,1.3,2.9,.431,4.5,8.5,.526,.557,2.8,3.2,.887,0.8,2.6,3.3,11.5,1.0,0.1,3.3,1.8,15.5,MVP-1
476,Shawn Marion,2005,26,PHO,NBA,PF,81,81,38.8,7.6,15.9,.476,1.4,4.2,.334,6.2,11.7,.526,.520,2.8,3.4,.833,2.9,8.4,11.3,1.9,2.0,1.5,1.5,2.5,19.4,MVP-14
477,Rashard Lewis,2005,25,SEA,NBA,SF,71,71,38.0,7.5,16.2,.462,2.4,6.1,.400,5.1,10.1,.499,.537,3.1,4.0,.777,1.5,3.9,5.5,1.3,1.1,0.9,1.7,2.2,20.5,AS
478,Kobe Bryant,2004,25,LAL,NBA,SG,65,64,37.6,7.9,18.1,.438,1.1,3.3,.327,6.8,14.8,.463,.468,7.0,8.2,.852,1.6,3.9,5.5,5.1,1.7,0.4,2.6,2.7,24.0,MVP-5
479,Kevin Garnett,2004,27,MIN,NBA,PF,82,82,39.4,9.8,19.6,.499,0.1,0.5,.256,9.7,19.1,.506,.502,4.5,5.7,.791,3.0,10.9,13.9,5.0,1.5,2.2,2.6,2.5,24.2,MVP-1
480,Tim Duncan,2004,27,SAS,NBA,PF,69,68,36.6,8.6,17.1,.501,0.0,0.2,.167,8.6,16.9,.505,.502,5.1,8.5,.599,3.3,9.2,12.4,3.1,0.9,2.7,2.7,2.4,22.3,MVP-2
481,Steve Francis,2004,26,HOU,NBA,PG,79,79,40.4,5.7,14.1,.403,0.9,3.2,.292,4.8,11.0,.435,.436,4.3,5.5,.775,1.5,4.0,5.5,6.2,1.8,0.4,3.7,3.3,16.6,AS
482,Yao Ming,2004,23,HOU,NBA,C,82,82,32.8,6.5,12.5,.522,0.0,0.0,.000,6.5,12.5,.523,.522,4.4,5.4,.809,2.4,6.6,9.0,1.5,0.3,1.9,2.5,3.3,17.5,MVP-14
483,Ray Allen,2004,28,SEA,NBA,SG,56,56,38.4,8.0,18.2,.440,2.6,6.8,.392,5.3,11.4,.468,.512,4.4,4.8,.904,1.2,3.9,5.1,4.8,1.3,0.2,2.8,2.4,23.0,AS
484,Shaquille O'Neal,2004,31,LAL,NBA,C,67,67,36.8,8.3,14.1,.584,0.0,0.0,None,8.3,14.1,.584,.584,4.9,10.1,.490,3.7,7.8,11.5,2.9,0.5,2.5,2.9,3.4,21.5,MVP-6
485,Sam Cassell,2004,34,MIN,NBA,PG,81,81,35.0,7.7,15.7,.488,0.9,2.3,.398,6.7,13.4,.504,.517,3.6,4.1,.873,0.5,2.8,3.3,7.3,1.3,0.2,2.7,3.0,19.8,MVP-10
486,Peja Stojaković,2004,26,SAC,NBA,SF,81,81,40.3,8.2,17.1,.480,3.0,6.8,.433,5.2,10.3,.511,.566,4.9,5.2,.927,1.1,5.1,6.3,2.1,1.3,0.2,1.9,2.0,24.2,MVP-4
487,Dirk Nowitzki,2004,25,DAL,NBA,C,77,77,37.9,7.9,17.0,.462,1.3,3.8,.341,6.6,13.2,.496,.500,4.8,5.5,.877,1.2,7.5,8.7,2.7,1.2,1.4,1.8,2.8,21.8,MVP-10
488,Andrei Kirilenko,2004,22,UTA,NBA,PF,78,78,37.1,5.3,11.9,.443,0.9,2.6,.338,4.4,9.4,.471,.479,5.0,6.4,.790,2.9,5.2,8.1,3.1,1.9,2.8,2.8,2.2,16.5,MVP-13
489,Brad Miller,2004,27,SAC,NBA,PF,72,53,36.4,5.2,10.2,.510,0.2,0.5,.316,5.0,9.6,.521,.518,3.6,4.6,.778,2.7,7.7,10.3,4.3,0.9,1.2,2.0,3.4,14.1,AS
490,Jermaine O'Neal,2004,25,IND,NBA,PF,78,78,35.7,7.8,17.9,.434,0.0,0.2,.111,7.8,17.7,.438,.435,4.5,5.9,.757,2.5,7.5,10.0,2.1,0.8,2.6,2.3,3.2,20.1,MVP-3
491,Allen Iverson,2004,28,PHI,NBA,SG,48,47,42.5,9.1,23.4,.387,1.2,4.1,.286,7.9,19.3,.408,.412,7.1,9.5,.745,0.7,3.0,3.7,6.8,2.4,0.1,4.4,1.8,26.4,AS
492,Ben Wallace,2004,29,DET,NBA,C,81,81,37.7,3.9,9.2,.421,0.0,0.1,.125,3.9,9.1,.424,.422,1.8,3.6,.490,4.0,8.4,12.4,1.7,1.8,3.0,1.5,2.0,9.5,MVP-7
493,Tracy McGrady,2004,24,ORL,NBA,SG,67,67,39.9,9.7,23.4,.417,2.6,7.7,.339,7.1,15.7,.455,.473,5.9,7.5,.796,1.4,4.6,6.0,5.5,1.4,0.6,2.7,1.9,28.0,AS
494,Vince Carter,2004,27,TOR,NBA,SG,73,73,38.2,8.3,20.0,.417,1.3,3.3,.383,7.1,16.6,.424,.449,4.6,5.7,.806,1.3,3.5,4.8,4.8,1.2,0.9,3.1,2.9,22.5,AS
495,Kenyon Martin,2004,26,NJN,NBA,PF,65,62,34.6,6.8,13.8,.488,0.1,0.4,.280,6.6,13.5,.494,.492,3.1,4.5,.684,2.0,7.4,9.5,2.5,1.5,1.3,2.6,3.5,16.7,DPOY-9
496,Jason Kidd,2004,30,NJN,NBA,PG,67,66,36.6,5.5,14.3,.384,1.4,4.4,.321,4.1,9.9,.411,.433,3.1,3.7,.827,1.3,5.1,6.4,9.2,1.8,0.2,3.2,1.6,15.5,MVP-8
497,Jamaal Magloire,2004,25,NOH,NBA,C,82,82,33.9,4.7,9.9,.473,0.0,0.0,.000,4.7,9.9,.474,.473,4.3,5.7,.751,3.3,7.1,10.3,1.0,0.5,1.2,2.5,3.4,13.6,AS
498,Metta World Peace,2004,24,IND,NBA,SF,73,71,37.2,6.4,15.2,.421,1.0,3.3,.310,5.4,11.9,.452,.455,4.4,6.0,.733,1.4,3.9,5.3,3.7,2.1,0.7,2.8,2.7,18.3,DPOY-1
499,Baron Davis,2004,24,NOH,NBA,PG,67,66,40.1,8.3,20.9,.395,2.8,8.7,.321,5.5,12.2,.448,.462,3.5,5.3,.673,1.0,3.3,4.3,7.5,2.4,0.4,3.2,2.7,22.9,MVP-10
500,Michael Redd,2004,24,MIL,NBA,SG,82,82,36.8,7.7,17.5,.440,1.5,4.4,.350,6.2,13.1,.470,.484,4.7,5.4,.868,1.4,3.5,5.0,2.3,1.0,0.1,1.4,1.9,21.7,MVP-14
501,Paul Pierce,2004,26,BOS,NBA,SG,80,80,38.7,7.5,18.7,.402,1.4,4.8,.299,6.1,13.9,.438,.441,6.5,7.9,.819,0.9,5.7,6.5,5.1,1.6,0.7,3.8,2.9,23.0,AS
502,Kevin Garnett,2003,26,MIN,NBA,PF,82,82,40.5,9.1,18.1,.502,0.2,0.9,.282,8.8,17.2,.513,.508,4.6,6.1,.751,3.0,10.5,13.4,6.0,1.4,1.6,2.8,2.4,23.0,MVP-2
503,Tim Duncan,2003,26,SAS,NBA,PF,81,81,39.3,8.8,17.2,.513,0.1,0.3,.273,8.7,16.9,.517,.515,5.6,7.8,.710,3.2,9.7,12.9,3.9,0.7,2.9,3.1,2.9,23.3,MVP-1
504,Kobe Bryant,2003,24,LAL,NBA,SG,82,82,41.5,10.6,23.5,.451,1.5,4.0,.383,9.1,19.5,.465,.483,7.3,8.7,.843,1.3,5.6,6.9,5.9,2.2,0.8,3.5,2.7,30.0,MVP-3
505,Steve Francis,2003,25,HOU,NBA,PG,81,81,41.0,7.0,16.2,.435,1.0,3.0,.354,6.0,13.2,.453,.468,5.9,7.3,.800,2.0,4.2,6.2,6.2,1.7,0.5,3.7,3.1,21.0,AS
506,Yao Ming,2003,22,HOU,NBA,C,82,72,29.0,4.9,9.8,.498,0.0,0.0,.500,4.9,9.8,.498,.499,3.7,4.5,.811,2.4,5.8,8.2,1.7,0.4,1.8,2.1,2.8,13.5,ROY-2
507,Shaquille O'Neal,2003,30,LAL,NBA,C,67,66,37.8,10.4,18.1,.574,0.0,0.0,None,10.4,18.1,.574,.574,6.7,10.8,.622,3.9,7.2,11.1,3.1,0.6,2.4,2.9,3.4,27.5,MVP-5
508,Shawn Marion,2003,24,PHO,NBA,SF,81,81,41.6,8.2,18.1,.452,1.7,4.5,.387,6.4,13.6,.473,.500,3.1,3.6,.851,2.5,7.1,9.5,2.4,2.3,1.2,1.9,2.6,21.2,DPOY-13
509,Dirk Nowitzki,2003,24,DAL,NBA,PF,80,80,39.0,8.6,18.6,.463,1.9,4.9,.379,6.8,13.7,.493,.513,6.0,6.9,.881,1.0,8.9,9.9,3.0,1.4,1.0,1.9,2.6,25.1,MVP-7
510,Steve Nash,2003,28,DAL,NBA,PG,82,82,33.1,6.3,13.6,.465,1.4,3.3,.413,5.0,10.3,.482,.515,3.8,4.1,.909,0.8,2.1,2.9,7.3,1.0,0.1,2.3,1.6,17.7,MVP-11
511,Gary Payton,2003,34,2TM,NBA,PG,80,80,40.1,8.3,18.3,.454,0.7,2.3,.297,7.6,16.1,.476,.472,3.1,4.4,.710,1.0,3.2,4.2,8.3,1.7,0.3,2.3,2.3,20.4,DPOY-11
512,Stephon Marbury,2003,25,PHO,NBA,PG,81,81,40.0,8.3,18.9,.439,1.1,3.7,.301,7.2,15.2,.472,.468,4.6,5.8,.803,0.7,2.6,3.2,8.1,1.3,0.2,3.2,2.5,22.3,AS
513,Peja Stojaković,2003,25,SAC,NBA,SF,72,72,34.0,6.9,14.4,.481,2.2,5.6,.382,4.8,8.7,.545,.556,3.2,3.7,.875,0.8,4.7,5.5,2.0,1.0,0.1,1.4,2.0,19.2,AS
514,Allen Iverson,2003,27,PHI,NBA,SG,82,82,42.5,9.8,23.7,.414,1.0,3.7,.277,8.8,20.0,.440,.436,7.0,9.0,.774,0.8,3.4,4.2,5.5,2.7,0.2,3.5,1.8,27.6,MVP-6
515,Tracy McGrady,2003,23,ORL,NBA,SG,75,74,39.4,11.1,24.2,.457,2.3,6.0,.386,8.7,18.2,.481,.505,7.7,9.7,.793,1.6,4.9,6.5,5.5,1.7,0.8,2.6,2.1,32.1,MVP-4
516,Michael Jordan,2003,39,WAS,NBA,SF,82,67,37.0,8.3,18.6,.445,0.2,0.7,.291,8.1,18.0,.450,.450,3.2,4.0,.821,0.9,5.2,6.1,3.8,1.5,0.5,2.1,2.1,20.0,AS
517,Jermaine O'Neal,2003,24,IND,NBA,PF,77,76,37.2,7.9,16.4,.484,0.1,0.3,.333,7.8,16.1,.487,.487,4.8,6.6,.731,2.6,7.7,10.3,2.0,0.9,2.3,2.3,3.6,20.8,AS
518,Ben Wallace,2003,28,DET,NBA,C,73,73,39.4,2.9,6.0,.481,0.0,0.1,.167,2.9,5.9,.485,.482,1.2,2.6,.450,4.0,11.4,15.4,1.6,1.4,3.2,1.2,2.5,6.9,MVP-8
519,Jason Kidd,2003,29,NJN,NBA,PG,80,80,37.4,6.4,15.6,.414,1.6,4.6,.341,4.9,10.9,.445,.465,4.2,5.0,.841,1.4,4.9,6.3,8.9,2.2,0.3,3.7,1.6,18.7,MVP-9
520,Vince Carter,2003,26,TOR,NBA,SG,43,42,34.2,8.3,17.7,.467,1.0,3.0,.344,7.2,14.6,.493,.497,3.0,3.7,.806,1.4,3.0,4.4,3.3,1.1,1.0,1.7,2.8,20.6,AS
521,Paul Pierce,2003,25,BOS,NBA,SG,79,79,39.2,8.4,20.2,.416,1.5,4.9,.302,6.9,15.2,.454,.454,7.6,9.5,.802,1.3,6.0,7.3,4.4,1.8,0.8,3.6,2.9,25.9,MVP-11
522,Brad Miller,2003,26,IND,NBA,C,73,72,31.1,4.5,9.1,.493,0.1,0.2,.313,4.4,8.9,.498,.497,4.0,4.9,.818,2.5,5.7,8.3,2.6,0.9,0.6,1.6,2.8,13.1,AS
523,Jamal Mashburn,2003,30,NOH,NBA,SF,82,81,40.5,8.2,19.3,.422,1.5,3.7,.389,6.7,15.6,.430,.460,3.8,4.5,.848,0.8,5.3,6.1,5.6,1.0,0.2,2.8,2.4,21.6,MVP-11
524,Antoine Walker,2003,26,BOS,NBA,PF,78,78,41.5,7.7,19.9,.388,2.4,7.5,.323,5.3,12.5,.427,.449,2.3,3.7,.615,1.3,5.9,7.2,4.8,1.5,0.4,3.3,2.8,20.1,AS
525,Zydrunas Ilgauskas,2003,27,CLE,NBA,C,81,81,30.0,6.1,13.9,.441,0.0,0.1,.000,6.1,13.8,.443,.441,4.9,6.3,.781,3.0,4.6,7.5,1.6,0.7,1.9,2.6,3.4,17.2,AS
